Artist,Track,Year,Chords
Paul Simon,Kodachrome,1973,"['D', 'G', 'Em', 'D', 'D', 'D7', 'G', 'Em', 'A7', 'D', 'Em', 'A7', 'D', 'D7', 'G', 'Em', 'A', 'D', 'D7', 'G', 'B7', 'E', 'E7', 'Am', 'D', 'G', 'C', 'A', 'D', 'G', 'B7', 'E', 'E7', 'Am', 'D', 'G', 'C', 'A', 'D', 'G', 'G', 'Bm', 'Em', 'A', 'A7', 'D', 'D7', 'G', 'Em', 'A7', 'D', 'Em', 'A7', 'D', 'D7', 'G', 'Em', 'A', 'A7', 'D', 'D7', 'G', 'B7', 'E', 'E7', 'Am', 'D', 'G', 'C', 'A', 'D', 'G', 'B7', 'E', 'E7', 'Am', 'D', 'G', 'C', 'A', 'D', 'G', 'G', 'Bm', 'Em', 'G', 'Bm', 'Em', 'G', 'Bm', 'Em', 'G', 'Bm', 'Em', 'G', 'Bm', 'Em', 'G', 'Bm', 'Em', 'G', 'Bm', 'Em', 'G', 'Bm', 'Em', 'D', 'E', 'D7', 'E7', 'G', 'A', 'Em', 'F#m', 'Am', 'Bm', 'E7', 'F7', 'Bm', 'C#m']"
Three Dog Night,Shambala,1973,"['E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'A', 'D', 'A', 'A', 'D', 'A', 'A', 'D', 'A', 'A', 'D', 'A']"
The Sweet,Little Willy,1973,"['D', 'G', 'A', 'D', 'G', 'A', 'D', 'A', 'A7', 'A', 'A7', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'D', 'G', 'A', 'D', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'A', 'A7', 'A', 'A7', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'D', 'G', 'A', 'D', 'D', 'E', 'A', 'B7', 'E', 'A', 'B7', 'E', 'A', 'B7', 'E', 'A', 'B7', 'E', 'E', 'A', 'B7', 'E', 'A', 'B7', 'E', 'A', 'B7', 'E', 'A', 'B7', 'E']"
The Independents,Leaving Me,1973,"['F', 'C', 'Bb', 'F', 'F', 'C', 'Bb', 'F', 'Gm', 'F', 'Gm', 'F', 'Am', 'F', 'C', 'Bb', 'F', 'F', 'C', 'Bb', 'F', 'Gm', 'F', 'Gm', 'F', 'F', 'C', 'Bb', 'F', 'F', 'C', 'Bb', 'F', 'Gm', 'F', 'Gm', 'F', 'F', 'C', 'Bb', 'F', 'Dm', 'F', 'C', 'Bb', 'F', 'Gm', 'F', 'Gm', 'F', 'F', 'C', 'Bb', 'F', 'F', 'C', 'Bb', 'F', 'Gm', 'F', 'Gm', 'F', 'Am', 'F', 'C', 'Bb', 'F']"
Bloodstone,Natural High,1973,"['D', 'G', 'D', 'E', 'Em', 'A', 'D', 'F#', 'G', 'E', 'D', 'A7', 'D', 'D', 'G', 'D', 'E', 'Em', 'A', 'D', 'F#', 'G', 'E', 'D', 'A7', 'D', 'D', 'G', 'D', 'E', 'Em', 'A', 'D', 'F#', 'G', 'E', 'D', 'A7', 'Bm', 'A', 'G', 'D', 'F#', 'G', 'E', 'D', 'A7', 'G', 'D']"
War,The Cisco Kid,1973,"['Dm', 'C', 'Dm', 'Dm', 'C', 'C6', 'Dm', 'C', 'C6', 'Dm', 'Dm', 'C', 'C6', 'Dm', 'C', 'C6', 'Dm', 'Dm', 'C', 'C6', 'Dm', 'C', 'C6', 'Dm', 'Dm', 'C', 'Dm', 'Dm', 'C', 'C6', 'Dm', 'C', 'C6', 'Dm', 'Dm', 'Dm', 'C', 'Dm', 'Dm', 'Dm', 'Bm', 'C', 'A', 'C6', 'A6']"
Raspberries,Let's Pretend,1973,"['Gm', 'F', 'C', 'Gm', 'F', 'C', 'Gm', 'F', 'C', 'Gm', 'Dm', 'C', 'Bb', 'C', 'F', 'F7', 'Gm', 'C', 'Bb', 'C', 'F', 'F7', 'Gm', 'C', 'Dm', 'C', 'Gm', 'Gm', 'F', 'C', 'Gm', 'F', 'C', 'Gm', 'F', 'C', 'Gm', 'Dm', 'C', 'Bb', 'C', 'F', 'F7', 'Gm', 'C', 'Bb', 'C', 'F', 'F7', 'Gm', 'C', 'Dm', 'C', 'Bb', 'F', 'Gm', 'Bb', 'F', 'Gm', 'Bb', 'F', 'Gm', 'Bb', 'Bb', 'C', 'F', 'F7', 'Gm', 'C', 'Bb', 'C', 'F', 'F7', 'Gm', 'C', 'Dm', 'C', 'Bb', 'Dm', 'C', 'Bb', 'Dm', 'C', 'Bb']"
Seals & Crofts,Diamond Girl,1973,"['Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Em', 'Am', 'Em', 'G', 'C/G', 'G', 'Am', 'G', 'C/G', 'G', 'Am7', 'Dm7', 'G', 'C', 'Em7', 'A7', 'Dm7', 'G', 'E7', 'Am7', 'D', 'Am7', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Em', 'Am', 'Em', 'G', 'C/G', 'G', 'Am', 'G', 'C/G', 'G', 'Am7', 'Dm7', 'G', 'C', 'Em7', 'A7', 'Dm7', 'G', 'E7', 'Am7', 'D', 'Am7', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'D', 'Am7', 'Am', 'Am', 'Bm', 'Am', 'Am', 'Bm', 'Am7', 'D', 'Am7', 'D', 'Am7']"
Pink Floyd,Money,1973,"['Bm7', 'F#m7', 'Em', 'Bm7', 'Bm7', 'F#m7', 'Em', 'Bm7', 'Bm7', 'F#m7', 'Em', 'Bm']"
Kris Kristofferson,Why Me,1973,"['G', 'C/G', 'G', 'C/G', 'G', 'D', 'G', 'C/G', 'G', 'D', 'G', 'C/G', 'G', 'D', 'G', 'C/G', 'G', 'D', 'G', 'G', 'C/G', 'G', 'D', 'G', 'C/G', 'G', 'D', 'G', 'C/G', 'G', 'D', 'G', 'C/G', 'G', 'D', 'G', 'C/G', 'G', 'D', 'G', 'C/G', 'G', 'D', 'G']"
B.W. Stevenson,Shambala,1973,"['E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'E', 'D', 'A', 'A', 'D', 'A', 'A', 'D', 'A', 'A', 'D', 'A', 'A', 'D', 'A']"
The South Side Movement,I' Been Watchin' You,1973,"['D', 'C', 'G', 'D', 'D', 'C', 'G', 'D', 'G', 'A', 'D', 'A', 'G', 'G', 'Em', 'G', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'D', 'D', 'A', 'G', 'A', 'D', 'C', 'G', 'D', 'D', 'C', 'G', 'D', 'G', 'A', 'D', 'A', 'G', 'G', 'Em', 'G', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'D', 'C', 'G', 'D', 'C', 'G', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'G', 'A', 'G', 'A', 'D', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'D']"
Tyrone Davis,Without You In My Life,1973,"['D', 'C#', 'B', 'A', 'C#', 'B', 'A', 'G', 'A', 'C', 'A', 'D', 'A', 'Bm', 'C', 'G', 'A', 'A7', 'D', 'A', 'Bm', 'C', 'G', 'A', 'A7', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'C', 'C', 'A', 'D', 'A', 'Bm', 'C', 'G', 'A', 'A7', 'D', 'A', 'Bm', 'C', 'G', 'A', 'A7', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'C', 'C', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'C', 'C', 'A', 'C', 'A', 'D', 'A', 'Bm', 'C', 'G', 'A', 'A7', 'D', 'A', 'Bm', 'C', 'G', 'A', 'A7', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'C', 'C', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'C', 'C', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'C', 'C', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'C', 'C', 'A']"
James Brown,Think,1973,"['A', 'A', 'D', 'E7', 'A', 'A', 'D', 'E7', 'A', 'A', 'A', 'D', 'E7', 'A', 'A', 'A', 'D', 'E7', 'A', 'A', 'A', 'D', 'E7', 'A', 'A', 'A', 'D', 'E7', 'A', 'A', 'A', 'D', 'E7', 'A', 'A', 'A', 'D', 'E7', 'A', 'A', 'C', 'D', 'A', 'A', 'C', 'D', 'A', 'Bb', 'Eb', 'F', 'Bb', 'Bb', 'Bb', 'Eb', 'F', 'Bb', 'Bb', 'Bb', 'Eb', 'F', 'Bb', 'Bb', 'Bb', 'Eb', 'F', 'Bb', 'Bb', 'Bb', 'Eb', 'F', 'Bb', 'Bb', 'Bb', 'Eb', 'F', 'Bb', 'Bb', 'Bb', 'Eb', 'F', 'Bb', 'Bb', 'Bb', 'Eb', 'F', 'Bb', 'Eb', 'Bb', 'Db', 'Eb', 'Bb', 'Bb', 'Db', 'Eb', 'Bb']"
The Temptations,The Plastic Man,1973,"['Am', 'Asus', 'G', 'Am', 'Asus', 'G', 'Am', 'Asus', 'G', 'Am', 'Asus', 'G', 'Am', 'Asus', 'G', 'D', 'C/G', 'Am', 'Dsus2', 'D', 'C/G', 'Asus', 'Am', 'Asus', 'G', 'Am', 'Asus', 'G', 'Am', 'Asus', 'G', 'Am', 'Asus', 'G', 'Am', 'Asus', 'G', 'D', 'C/G', 'Am', 'Dsus2', 'D', 'C/G', 'Asus', 'Dsus2', 'D', 'C/G', 'Asus', 'Dsus2', 'D', 'C/G', 'Asus', 'G', 'Em', 'G', 'E', 'G', 'Em', 'G', 'E', 'G', 'Em', 'G', 'E', 'D', 'C/G', 'Am', 'Dsus2', 'D', 'C/G', 'Asus', 'Dsus2', 'D', 'C/G', 'Am', 'Dsus2', 'D', 'C/G', 'Asus']"
Donovan,I Like You,1973,"['C', 'G', 'Am', 'F', 'C', 'G', 'F', 'G', 'C', 'C', 'G', 'G#dim', 'Am', 'C/E', 'F', 'C/E', 'Dm', 'G', 'C', 'C', 'G', 'Am', 'F', 'C', 'G', 'F', 'G', 'C', 'C', 'G', 'G#dim', 'Am', 'C/E', 'F', 'C/E', 'Dm', 'G', 'C', 'C', 'G', 'Am', 'F', 'C', 'G', 'F', 'G', 'C', 'C', 'G', 'Am', 'F', 'C', 'G', 'F', 'G', 'C', 'Dm', 'G', 'Am', 'G/B', 'C', 'G', 'Am', 'F', 'C/E', 'Dm', 'Fmaj7', 'Gsus', 'G', 'Gsus', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'F', 'G', 'C', 'C', 'G', 'Am', 'F', 'C', 'G', 'F', 'G', 'C', 'C', 'G', 'Am', 'Gsus', 'G', 'F', 'G', 'C']"
The Supremes,Bad Weather,1973,"['A', 'C#m', 'D', 'A', 'C#m', 'D', 'G', 'Em', 'Dmaj', 'G', 'Em', 'E', 'A', 'C#m', 'D', 'A', 'C#m', 'D', 'G', 'Em', 'Dmaj', 'G', 'Em', 'Dmaj', 'G', 'Em', 'Dmaj', 'G', 'Em', 'Dmaj', 'E', 'A', 'C#m', 'D', 'A', 'C#m', 'D', 'G', 'Em', 'Dmaj7', 'D', 'G', 'C', 'Em', 'F', 'C', 'Em', 'F', 'Bb', 'Gm', 'Fmaj7', 'Gm', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'Dmaj', 'G', 'Em', 'Dmaj', 'G', 'Em', 'Dmaj7', 'E', 'A', 'C#m', 'D', 'G', 'C', 'Em', 'F', 'C', 'Em', 'F', 'Bb', 'Gm', 'Fmaj7', 'Gm', 'D', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D']"
Ray Charles,I Can Make It Thru The Days (But Oh Those Lonely Nights),1973,"['D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'Bm', 'Em', 'A7', 'G', 'D', 'Em', 'D', 'G', 'D', 'G', 'D', 'A7', 'D', 'G', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'Bm', 'Em', 'A7', 'G', 'D', 'Em', 'D', 'G', 'D', 'G', 'D', 'A7', 'D', 'G', 'A', 'G', 'A7', 'G', 'D', 'Bm', 'F#m', 'Em', 'A7', 'G', 'D', 'Em', 'D', 'G', 'D', 'G', 'D', 'Bm', 'Em', 'A7', 'G', 'D', 'Em', 'D', 'G', 'D', 'G', 'D', 'A7', 'D', 'G', 'A', 'G', 'D', 'A7', 'D', 'G', 'A', 'G', 'D']"
The Spinners,Together We Can Make Such Sweet Music,1973,"['Em', 'C', 'Em', 'G', 'Em', 'G', 'Bm', 'G', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'G', 'G', 'G', 'D', 'C', 'G', 'G', 'G', 'D', 'C', 'Em', 'Em', 'Bm', 'C', 'G', 'Em', 'D', 'C', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'Bm', 'G', 'D', 'G', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'Bm', 'G', 'D', 'G', 'G', 'C', 'Em', 'D', 'C', 'G', 'C', 'G', 'Em', 'D', 'C', 'Em', 'Bm', 'C', 'G', 'Em', 'D', 'C', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'Bm', 'G', 'D', 'G', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'Bm', 'G', 'D', 'G', 'G', 'Em', 'C', 'G', 'G', 'C', 'G', 'G', 'C', 'Em', 'G', 'D', 'G', 'C', 'D', 'C', 'G', 'D', 'C', 'C', 'D', 'C', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'Bm', 'G', 'D', 'G', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'Bm', 'G', 'D', 'G', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'Bm', 'G', 'D', 'G', 'Em', 'C', 'G', 'Bm', 'C', 'G', 'Em', 'Bm', 'G', 'D', 'G']"
Donald Byrd,Black Byrd,1973,"['G', 'Am', 'G/B', 'G', 'C', 'C#dim', 'D', 'D#dim', 'Em', 'Eb', 'D', 'Dbdim', 'C', 'Cm', 'G/B', 'A7', 'D7', 'G', 'C', 'G', 'A7', 'D', 'G', 'G', 'Am', 'G/B', 'G', 'C', 'C#dim', 'D', 'D#dim', 'Em', 'Eb', 'D', 'Dbdim', 'C', 'Cm', 'G/B', 'A7', 'D7', 'G', 'F', 'Em', 'Dm', 'C', 'Gm/Bb', 'C', 'F', 'Em', 'Dm', 'C', 'Gm/Bb', 'A7', 'D7', 'G', 'G', 'Am', 'G', 'G', 'G', 'C', 'C#dim', 'D', 'D#dim', 'Em', 'Eb', 'D', 'Dbdim', 'C', 'Cm', 'G/B', 'A7', 'D7', 'G', 'F', 'Em', 'Dm', 'C', 'Gm/Bb', 'C', 'F', 'Em', 'Dm', 'C', 'Gm/Bb', 'A7', 'D7', 'G', 'G', 'Am', 'G', 'G', 'G', 'C', 'D', 'Em', 'D', 'C', 'C', 'C', 'G', 'A', 'D', 'G', 'G', 'Am', 'G/B', 'G', 'C', 'C#dim', 'D', 'D#dim', 'Em', 'Eb', 'D', 'Dbdim', 'C', 'Cm', 'G/B', 'A7', 'D7', 'G', 'C', 'G/B', 'A7', 'D7', 'G', 'C', 'G/B', 'A7', 'D7', 'G']"
The Chi-lites,My Heart Just Keeps On Breakin',1973,"['C', 'G', 'Am', 'Am', 'G', 'F', 'C', 'G', 'Am', 'Am', 'G', 'F', 'Am', 'Am', 'G', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'Am', 'G', 'F', 'C', 'G', 'Am', 'Am', 'G', 'F', 'Am', 'Am', 'G', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'Em', 'F', 'Em', 'F', 'G', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F']"
The Delfonics,I Don't Want To Make You Wait,1973,"['E', 'B5', 'C#m', 'Asus2', 'E', 'B5', 'C#m', 'Asus2', 'E', 'B5', 'C#m', 'Asus2', 'E', 'B5', 'C#m', 'Asus2', 'E', 'B5', 'Asus2', 'C#m', 'Asus2', 'C#m', 'B5', 'Asus2', 'E', 'B5', 'C#m', 'Asus2', 'C#m', 'B5', 'Asus2', 'C#m', 'B5', 'Asus2', 'E', 'B5', 'C#m', 'Asus2', 'C#m', 'B5', 'Asus2', 'E', 'B5', 'C#m', 'Asus2', 'E', 'B5', 'C#m', 'Asus2', 'C', 'G', 'C', 'G', 'C', 'Em', 'Asus2', 'B5', 'C', 'G', 'D', 'C', 'C', 'C', 'G', 'C', 'G', 'Asus2', 'Asus2']"
Gordon Lightfoot,Sundown,1974,"['E', 'B7', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'E', 'B7', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'E', 'B7', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'E', 'B7', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'E', 'A', 'D', 'E']"
Joni Mitchell,Help Me,1974,"['Asus2', 'Amaj7', 'Em7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Gmaj7', 'C', 'A', 'C', 'Dmaj7', 'Bbmaj7', 'Fmaj7', 'G', 'A', 'G', 'A', 'G', 'A', 'A', 'Amaj7', 'Em7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Gmaj7', 'C', 'A', 'C', 'Dmaj7', 'Bbmaj7', 'Fmaj7', 'G', 'A', 'G', 'A', 'G', 'A', 'A', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Dmaj7', 'Gmaj7', 'Dmaj7', 'Gmaj7', 'G', 'A', 'G', 'A', 'G', 'A', 'A', 'Amaj7', 'Em7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Gmaj7', 'C', 'A', 'C', 'Dmaj7', 'Bbmaj7', 'Fmaj7', 'Dmaj7', 'Fmaj7']"
"Marvin Hamlisch/""The Sting""",The Entertainer,1974,"['D', 'D7', 'G', 'D', 'A7', 'D', 'D7', 'G', 'E7', 'A7', 'G', 'A7', 'D', 'D7', 'G', 'D', 'A7', 'D', 'D7', 'G', 'Gm', 'D', 'A7', 'D', 'D7', 'G', 'Gm', 'D', 'A', 'E7', 'A', 'D', 'D7', 'G', 'Gm', 'D', 'D7', 'G', 'Gm', 'D', 'E7', 'A7', 'D']"
Jim Stafford,My Girl Bill,1974,"['F', 'Am', 'Gm', 'F', 'F', 'Am', 'Gm', 'C', 'F', 'Am', 'Gm', 'C', 'Eb', 'Cm7', 'F', 'Bb', 'F', 'Dm', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'A', 'Dm', 'Bb', 'C', 'F', 'F', 'Am', 'Gm', 'C', 'F', 'Am', 'Gm', 'C', 'Eb', 'Cm7', 'F', 'Bb', 'Bbm', 'F', 'Dm', 'Bb', 'C', 'F', 'Gm', 'C', 'F', 'Gm', 'F', 'Bb', 'C', 'Dm', 'C', 'F', 'Am', 'Gm', 'C', 'F', 'Am', 'Gm', 'C', 'F', 'Am', 'Gm', 'C', 'Cm7', 'F', 'Bb', 'Bbm', 'F', 'Dm', 'Bb', 'C', 'F', 'Gm', 'C', 'F', 'Bb', 'C', 'F', 'Gm', 'C', 'A', 'Dm', 'Bb', 'C', 'Gm', 'C', 'F']"
Aretha Franklin,I'm In Love,1974,"['Fmaj7', 'G/F', 'Em7', 'Am7', 'Dm7', 'F/G', 'Fm/G', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'F9/C#', 'Dm7', 'Cmaj7', 'Fmaj7', 'Em7', 'Dm7', 'F/G', 'Cmaj7', 'Dm7', 'Em7', 'Fmaj7', 'G/F', 'Em7', 'A7', 'Dm7', 'F/G', 'Am7', 'Bb/C', 'C7', 'Fmaj7', 'Em7', 'Am7', 'Dm7', 'F/G', 'Cmaj7', 'Fmaj7', 'Bb7/D', 'Em7', 'Am7', 'Dm7', 'F/G', 'Bbsus2', 'Am7', 'G#m', 'F', 'Fm', 'Fmaj7', 'Em7', 'Am7', 'Am7/G', 'Fmaj7', 'G', 'Am7', 'Gm', 'C7', 'Fmaj7', 'Em7', 'Am7', 'Dm7', 'F/G', 'Am7', 'G#m', 'Gm', 'Fmaj7', 'Em7', 'Am7', 'Dm7', 'F/G', 'Am7', 'G#m', 'Gm', 'C7', 'Fmaj7', 'Em7', 'Asus4', 'Dm7', 'F/G', 'Am7', 'Gm', 'Fm', 'Fmaj7', 'Em7', 'Am7', 'Dm7', 'F/G', 'Cmaj7', 'Gm', 'C7', 'Fmaj7', 'Bb7/D', 'Em7', 'Am7', 'Dm7', 'F/G', 'C', 'Fmaj7', 'Em7', 'Am7', 'Dm7', 'F/G', 'Cmaj7', 'Gm', 'C7', 'Fmaj7', 'Bb7/D', 'Em7', 'Am7', 'Dm7', 'F/G', 'Am7', 'D7/F#', 'Dm7', 'F/G', 'Am7', 'Am7/G', 'F', 'F/G', 'Cmaj7']"
Gladys Knight And The Pips,On And On,1974,"['Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'A', 'Bm', 'A', 'G', 'Bm', 'A', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'G', 'A', 'D', 'F#m', 'G', 'A', 'D', 'F#m', 'G', 'A', 'D', 'F#m', 'G', 'A', 'D', 'F#m', 'G', 'A', 'D', 'A', 'Em', 'D/F#', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'D', 'A', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G', 'Em', 'D/F#', 'G']"
Blue Magic,Sideshow,1974,"['G', 'Em', 'Am', 'D', 'G', 'Em', 'Am', 'D', 'G', 'Em', 'Am', 'D', 'G', 'Em', 'C', 'G', 'C', 'G', 'C', 'Am', 'Am/G', 'D', 'C', 'G', 'C', 'D', 'C', 'G', 'Am', 'D', 'C', 'G', 'C', 'G']"
Eagles,Already Gone,1974,"['G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'Bb', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'Bb', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'Bb', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'G', 'F']"
Cher,Train Of Thought,1974,"['E', 'D', 'A', 'D/E', 'E', 'D', 'A', 'D/E', 'E', 'D', 'A', 'E', 'D', 'C#m', 'D', 'Bm7', 'C#m7', 'D', 'E', 'Bm7', 'C#m7', 'D', 'E', 'Bm7', 'C#m7', 'D', 'E', 'Bm7', 'C#m7', 'D', 'E', 'F#m', 'D', 'A', 'Bm', 'E', 'C#m', 'E', 'D/E', 'C#', 'Bm', 'E', 'C#m', 'E', 'D/E', 'C#m', 'E', 'Bm', 'E', 'C#m', 'E', 'D/E', 'Bm', 'E', 'C#m', 'E', 'D/E', 'C#m', 'E']"
The New Birth,Wildflower,1974,"['G', 'D', 'A', 'D', 'G', 'D', 'A', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'D', 'G', 'D', 'Bm', 'E', 'A', 'A', 'G', 'Bm', 'A', 'G', 'D', 'Bm', 'E', 'A', 'A', 'G', 'Bm', 'A', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'D', 'G', 'D', 'Bm', 'E', 'A', 'G', 'Bm', 'A', 'G', 'D', 'Bm', 'E', 'A', 'G', 'Bm', 'A']"
